UNDER_CONS,RERA,BHK_NO.,SQUARE_FT,READY_TO_M,RESALE,ADDRESS,LONGITUDE,LATITUDE,PIN,Price
"0","1","2",1002.171371000000022,"1","1","Bhandup (West),Maharashtra",19.147866000000000,72.932608999999999,"400078",120.000000000000000
"1","1","1",307.963750100000027,"0","0","Malad (East),Maharashtra",19.175799999999999,72.864300000000000,"400063",76.799999999999997
"0","0","1",609.893833299999983,"1","1","iNDIAN,Ratnagiri",16.983329999999999,73.299999999999997,"415612",27.000000000000000
"0","0","2",972.604960300000016,"1","1","Sector 20 Kharghar,Lalitpur",19.049213999999999,73.072916000000006,"410210",120.000000000000000
"0","0","1",678.694158099999981,"1","1","Badlapur (West),Mumbai",18.966670000000001,72.833330000000004,"400008",23.699999999999999
"0","0","2",859.899328900000000,"1","1","Merces,Panaji",15.479293999999999,73.895460000000000,"403203",41.000000000000000
"0","1","2",56838.709679999999935,"1","0","Brahmand,Mumbai",18.966670000000001,72.833330000000004,"400008",8810.000000000000000
"0","0","3",785.193494099999953,"1","1","Chandapura,Bangalore",12.800090000000001,77.711820000000003,"562145",28.000000000000000
"0","0","3",1185.185185000000047,"1","1","Kandivali (East),Mumbai",19.195499999999999,72.872799999999998,"400101",240.000000000000000
"1","1","3",1882.916809000000057,"0","1","Sector-150 Noida,Noida",28.429614000000001,77.481711000000004,"201310",110.000000000000000
"1","1","3",1709.911779999999908,"0","1","Gomti Nagar Extension,Lucknow",21.000000000000000,77.000000000000000,"444117",65.900000000000006
"1","0","3",1761.855821000000105,"0","1","Baner,Pune",18.558319000000001,73.775880000000001,"511045",120.000000000000000
"0","0","2",1250.000000000000000,"1","1","Kundalahalli,Bangalore",12.970450000000000,77.712283999999997,"560037",72.000000000000000
"1","1","4",1628.075252999999975,"0","0","Sector-106 Gurgaon,Gurgaon",28.504370000000002,76.996356000000006,"122006",270.000000000000000
"1","0","2",1232.156273000000056,"0","1","Yelenahalli,Bangalore",12.866395000000001,77.615290999999999,"560076",82.000000000000000
"0","0","1",600.000000000000000,"1","1","Majiwada,Lalitpur",19.218498000000000,72.992114000000001,"400608",75.000000000000000
"0","0","2",1576.913978999999927,"1","1","Kharghar,Lalitpur",24.690280000000001,78.418890000000005,"284403",200.000000000000000
"0","1","3",2150.757885999999871,"1","1","Sector-127 Mohali,Mohali",30.768682999999999,76.650875999999997,"140301",52.500000000000000
"0","1","3",1490.256018000000040,"1","1","Wagholi,Pune",18.582300000000000,73.983000000000004,"411006",78.000000000000000
"0","0","3",1619.870409999999993,"1","1","Undri,Pune",18.452663000000001,73.931039999999996,"411005",90.000000000000000
"1","1","3",1019.359936999999945,"0","1","Sector 78 Faridabad,Faridabad",28.380160000000000,77.369935999999996,"121101",25.800000000000001
"0","0","2",1250.000000000000000,"1","1","Civil Lines,Allahabad",25.451300000000000,81.828000000000003,"211001",150.000000000000000
"0","0","3",1912.386034999999993,"1","1","Sector-128 Noida,Noida",28.522931000000000,77.357078000000001,"201304",86.000000000000000
"0","0","3",1561.048131999999896,"1","1","Kumbena Agrahara,Bangalore",12.996259000000000,77.753142999999994,"560067",84.000000000000000
"1","1","2",748.961666799999989,"0","0","Andheri (East),Lalitpur",19.114500000000000,72.871200000000002,"400096",220.000000000000000
"0","0","3",1230.186893999999938,"1","1","Pragathi Nagar,Bangalore",18.669125000000001,78.108014999999995,"503001",52.000000000000000
"0","0","2",1150.139881999999943,"1","1","Sector-4 Vaishali,Ghaziabad",28.644694999999999,77.338955999999996,"201019",74.000000000000000
"0","0","3",1423.333333000000039,"1","1","Pedagantyada,Visakhapatnam",17.667200000000001,83.205100000000002,"530044",42.700000000000003
"0","0","2",1147.227532999999994,"1","1","Ramamurthy Nagar,Bangalore",13.013312000000001,77.662076999999996,"560043",48.000000000000000
"1","1","4",1556.454840999999988,"0","0","Laxmi Nagar,Maharashtra",20.079110000000000,73.911636000000001,"422206",350.000000000000000
"0","0","3",1100.110010999999986,"1","1","New Shimla,Shimla",31.104771499999998,77.175050499999998,"171001",70.000000000000000
"0","0","2",970.006381600000054,"1","1","Yerwada,Pune",18.559756000000000,73.882437999999993,"411001",76.000000000000000
"0","1","3",1880.141010999999935,"1","1","Pholriwal,Jalandhar",31.261413999999998,75.589996999999997,"144001",80.000000000000000
"0","0","1",695.001336499999979,"1","1","Badlapur (East),Lalitpur",24.690280000000001,78.418890000000005,"284403",26.000000000000000
"0","0","2",1076.015272000000095,"1","1","Fatorda,Margao",15.292135000000000,73.962126499999997,"403600",62.000000000000000
"0","0","1",665.188470100000018,"1","1","Nirmal Nagar,Ahmednagar",28.993821000000001,79.672533999999999,"262405",18.000000000000000
"1","1","1",246.957766600000014,"0","0","Boisar,Lalitpur",24.690280000000001,78.418890000000005,"284403",13.800000000000001
"0","0","3",1088.838013999999930,"1","1","Shastri Nagar,Lalitpur",25.442074999999999,78.528384000000003,"284003",390.000000000000000
"0","1","1",600.000000000000000,"1","0","Chembur (East),Maharashtra",19.058710000000001,72.899690000000007,"400089",120.000000000000000
"1","1","3",2548.160228000000188,"0","1","Sector-50 Noida,Noida",28.567900000000002,77.367900000000006,"201301",250.000000000000000
"1","1","1",315.078769700000009,"0","0","Sector-70 Gurgaon,Gurgaon",28.391441000000000,77.022829000000002,"122004",12.600000000000000
"0","0","3",1100.110010999999986,"1","1","Paud Road,Pune",18.524170000000002,73.615830000000003,"412108",100.000000000000000
"1","1","2",919.878575999999953,"0","0","Karve Nagar,Maharashtra",18.490507000000001,73.818085999999994,"411042",100.000000000000000
"0","0","3",1759.133964999999989,"1","1","Sector-104 Noida,Noida",28.537227000000001,77.370417000000003,"201304",130.000000000000000
"0","1","4",2738.892269999999826,"1","1","Whitefield,Bangalore",12.995893499999999,77.761393999999996,"560117",180.000000000000000
"0","1","3",1211.353268999999955,"1","1","Sector-115 Mohali,Mohali",30.712866999999999,76.648556999999997,"140307",23.899999999999999
"0","0","2",1100.196464000000105,"1","1","Atchutapuram,Visakhapatnam",17.699999999999999,83.250000000000000,"530001",28.000000000000000
"0","1","3",1248.959200999999894,"1","1","Sector-82 Noida,Noida",28.527597000000000,77.389374000000004,"201304",60.000000000000000
"0","0","3",1246.231156000000055,"1","1","Sector-119 Noida,Noida",28.587710999999999,77.403122999999994,"201301",62.000000000000000
"0","0","2",567.010309300000017,"1","1","MIDC,Ahmednagar",19.154484000000000,74.696556999999999,"414001",22.000000000000000
"1","1","3",1455.500727999999981,"0","0","Byculla,Maharashtra",18.975069999999999,72.832834000000005,"400027",820.000000000000000
"0","0","2",1100.134710000000041,"1","1","Infopark,Kochi",10.009277000000001,76.361735999999993,"682042",49.000000000000000
"0","1","4",2857.142856999999822,"1","1","Sector-66A Mohali,Mohali",30.661104000000002,76.746082000000001,"140306",170.000000000000000
"1","1","2",605.940594099999998,"0","0","Kovur,Chennai",13.011583000000000,80.123114000000001,"600122",30.600000000000001
"0","0","2",930.032908900000052,"1","1","Kalamboli Tal. Panvel,Raigad",19.024000000000001,73.102999999999994,"410218",65.000000000000000
"1","1","3",148939.722799999988638,"0","0","Whitefield,Bangalore",12.995893499999999,77.761393999999996,"560117",8920.000000000000000
"0","1","1",400.000000000000000,"1","1","Taloja,Lalitpur",24.690280000000001,78.418890000000005,"284403",25.000000000000000
"0","0","2",1200.000000000000000,"1","1","Golden Avenue,Amritsar",31.629929000000001,74.891662999999994,"143001",42.000000000000000
"0","0","2",753.110674499999959,"1","1","Raj Nagar Extension,Ghaziabad",26.900925999999998,75.775926999999996,"302001",23.000000000000000
"0","1","3",1580.066849000000047,"1","1","Sector 80 Faridabad,Faridabad",28.381971000000000,77.347688000000005,"121001",52.000000000000000
"0","0","2",1070.854898999999932,"1","1","Nagala Park,Kolhapur",16.876947000000001,74.298361999999997,"415411",60.000000000000000
"0","1","2",1009.174311999999986,"1","1","8th Phase JP Nagar,Bangalore",12.905367999999999,77.580403000000004,"560078",55.000000000000000
"0","0","2",848.111025400000017,"1","1","Madurdaha,Kolkata",22.541110000000000,88.337779999999995,"700022",33.000000000000000
"0","0","3",1254.064096999999947,"1","1","Sodepur,Kolkata",22.699950000000001,88.390833000000001,"700110",54.000000000000000
"1","1","3",1721.333695000000034,"0","1","Palanpur,Surat",21.170000000000002,72.829999999999998,"395002",63.500000000000000
"1","1","2",1398.073417999999947,"0","1","Mastemau,Lucknow",26.803820000000002,81.028655000000001,"226030",53.700000000000003
"0","0","2",1350.403366999999889,"1","1","Sector 8 Sonipat,Sonipat",28.995663000000000,77.077793999999997,"131001",38.500000000000000
"1","0","2",596.098265900000001,"0","1","Gandhi Path,Jaipur",25.879721000000000,86.587390999999997,"852200",16.500000000000000
"0","1","3",3100.000000000000000,"1","1","Sector-88 Mohali,Mohali",30.684522999999999,76.691727999999998,"140308",93.000000000000000
"0","0","3",1244.002132999999958,"1","1","Yelachenahalli,Bangalore",12.969910000000000,77.597960000000000,"560001",70.000000000000000
"0","0","3",1825.624233000000004,"1","1","Kundli,Sonipat",28.874383000000002,77.113251000000005,"131028",44.600000000000001
"1","1","2",700.000000000000000,"0","0","Jaitala,Maharashtra",20.134868000000001,76.528839000000005,"443301",24.500000000000000
"1","0","3",1250.000000000000000,"0","1","Tollygunge,Kolkata",22.500000000000000,88.349999999999994,"700045",86.000000000000000
"0","0","2",1300.169587000000092,"1","1","Umargam,Valsad",20.278009999999998,72.841710000000006,"396155",23.000000000000000
"0","0","2",763.075164299999983,"1","1","Dum Dum Cantt.,Kolkata",22.648322000000000,88.443152499999997,"700081",26.699999999999999
"0","0","2",1383.801384000000098,"1","1","Banashankari,Bangalore",12.969910000000000,77.597960000000000,"560001",68.000000000000000
"0","0","2",883.061279099999979,"1","1","Noida Extension,Noida",28.579004000000001,77.431173000000001,"201301",33.000000000000000
"0","0","2",1534.653465000000097,"1","0","Sector-90 Gurgaon,Gurgaon",28.406794000000001,76.936447000000001,"122505",77.500000000000000
"1","0","2",922.222222200000033,"0","0","Hatia,Ranchi",23.280038000000001,85.320295999999999,"834003",24.899999999999999
"1","0","3",1129.943502999999964,"0","1","NH-8,Dharuhera",12.973236999999999,77.646859000000006,"560038",30.000000000000000
"0","0","1",643.040868799999998,"1","1","Badlapur (East),Lalitpur",24.690280000000001,78.418890000000005,"284403",22.500000000000000
"0","0","2",950.570342200000027,"1","1","Ayush Nagar,Chandrapur",20.742166000000001,80.104602000000000,"441702",15.000000000000000
"1","1","2",1036.184211000000005,"0","1","Moshi,Pune",18.669919000000000,73.853723000000002,"411062",50.399999999999999
"1","1","2",1136.917895999999928,"0","1","Kharadi,Pune",18.543800000000001,73.943799999999996,"411036",97.900000000000006
"0","0","3",1401.206100999999990,"1","1","Padmanabhanagar,Bangalore",12.915500000000000,77.558400000000006,"560061",79.000000000000000
"0","0","2",1255.020080000000007,"1","1","Akshaya Nagar,Bangalore",12.969910000000000,77.597960000000000,"560001",75.000000000000000
"0","0","4",2350.483154999999897,"1","1","Kulshekar,Mangalore",12.870279999999999,74.880560000000003,"575001",90.000000000000000
"0","0","3",1434.720229999999901,"1","1","George Town,Allahabad",25.448100000000000,81.857600000000005,"211001",110.000000000000000
"0","1","3",1018.387553000000025,"1","1","Thane West,Mumbai",19.180000000000000,72.963329999999999,"400081",180.000000000000000
"0","0","2",1010.101009999999974,"1","1","Mogappair,Chennai",13.072649999999999,80.176062999999999,"600037",70.000000000000000
"0","0","2",756.186984400000028,"1","1","Agarpara,Kolkata",22.683330000000002,88.366669999999999,"700058",16.500000000000000
"0","1","3",1599.466844000000037,"1","1","Pholriwal,Jalandhar",31.261413999999998,75.589996999999997,"144001",48.000000000000000
"0","0","4",6000.774293000000398,"1","1","Sector-110 Noida,Noida",28.536584999999999,77.383668999999998,"201304",310.000000000000000
"0","0","4",4000.000000000000000,"1","1","Juhu Scheme,Mumbai",19.102599999999999,72.824299999999994,"400058",1400.000000000000000
"0","0","3",1119.104716000000053,"1","1","Alwar Bypass Road,Bhiwadi",28.210200000000000,76.860600000000005,"301019",28.000000000000000
"0","0","4",2488.038277999999991,"1","1","JVLR,Lalitpur",24.690280000000001,78.418890000000005,"284403",650.000000000000000
"0","0","2",1268.011526999999887,"1","1","Matadakani,Mangalore",12.870279999999999,74.880560000000003,"575001",44.000000000000000
"0","0","2",1146.072098000000096,"1","1","Mohamadwadi,Pune",18.523610000000001,73.847780000000000,"411004",55.000000000000000
"1","1","2",576.648295599999983,"0","0","Kalyan (West),Maharashtra",19.245346999999999,73.124577000000002,"421308",56.500000000000000
"0","1","1",444.780500800000027,"1","0","Kanjur Marg (East),Maharashtra",18.960000000000001,72.819999999999993,"400004",100.000000000000000
"0","0","3",1275.167785000000094,"1","1","Raj Nagar Extension,Ghaziabad",26.900925999999998,75.775926999999996,"302001",38.000000000000000
"1","1","3",1489.108911000000035,"0","0","Zirakpur,Chandigarh",30.662282999999999,76.822396999999995,"140603",75.200000000000003
"1","1","2",785.454545499999995,"0","1","Worli,Lalitpur",19.016700000000000,72.816699999999997,"400030",270.000000000000000
"0","0","3",1715.296198000000004,"1","1","Prithvi Layout,Bangalore",12.969910000000000,77.597960000000000,"560001",97.000000000000000
"0","0","3",1500.110302000000047,"1","1","Chinar Park,Kolkata",22.623598000000001,88.441186000000002,"700157",68.000000000000000
"0","1","2",925.000000000000000,"1","1","Moshi,Pune",18.669919000000000,73.853723000000002,"411062",40.700000000000003
"0","0","2",700.000000000000000,"1","1","Millpara,Rajkot",22.296910000000000,70.798360000000002,"360001",35.000000000000000
"0","0","2",1165.146909999999934,"1","1","Sector 5 Ulwe,Maharashtra",19.148337999999999,72.995687000000004,"410701",92.000000000000000
"0","0","3",1335.034265999999889,"1","1","Hiranandani Gardens - Powai,Mumbai",19.124896000000000,72.893502999999995,"400087",450.000000000000000
"0","0","2",1400.000000000000000,"1","1","BTM 2nd Stage,Bangalore",12.969910000000000,77.597960000000000,"560001",70.000000000000000
"0","1","2",1244.813278000000082,"1","1","Sector-78 Noida,Noida",28.560718999999999,77.386207999999996,"201301",57.000000000000000
"0","0","2",1050.000000000000000,"1","1","Kharar,Mohali",30.739999999999998,76.650000000000006,"140300",18.899999999999999
"0","0","3",1748.529645999999957,"1","1","Thanisandra,Bangalore",13.055985000000000,77.622157000000001,"560005",110.000000000000000
"0","0","2",1115.137997999999925,"1","1","Taloja Panchanand,Mumbai",18.966670000000001,72.833330000000004,"400008",80.000000000000000
"1","0","3",1365.853659000000107,"0","1","Pandra,Bhubaneswar",20.264440000000000,85.828059999999994,"752010",56.000000000000000
"0","1","1",655.021834099999978,"1","1","Khalapur,Raigad",18.816669999999998,73.266670000000005,"410202",33.000000000000000
"0","1","2",60725.972150000001420,"1","0","New Panvel,Maharashtra",18.966114000000001,73.148278000000005,"410221",7980.000000000000000
"0","0","2",1210.025928999999905,"1","1","Vaishali Nagar,Jaipur",26.918679999999998,75.750399000000002,"302001",56.000000000000000
"0","0","4",2400.000000000000000,"1","1","Sector-49 Chandigarh,Chandigarh",30.692243000000001,76.750613999999999,"160063",150.000000000000000
"1","0","3",1529.411765000000059,"0","1","Phoolbagan,Kolkata",22.541110000000000,88.337779999999995,"700022",130.000000000000000
"0","0","1",800.000000000000000,"1","1","Adajan,Surat",24.395821999999999,78.989626999999999,"470339",25.000000000000000
"0","1","2",1125.204582999999957,"1","1","Electronics City Phase 1,Bangalore",12.840956000000000,77.659441000000001,"560100",55.000000000000000
"0","0","2",1378.201446999999916,"1","1","Sector-66 Gurgaon,Gurgaon",28.398408000000000,77.056504000000004,"122101",120.000000000000000
"0","0","2",1259.899208000000044,"1","1","Bhagwanpur,Muzaffarpur",26.151596999999999,85.465558000000001,"803221",35.000000000000000
"0","1","1",675.080716199999983,"1","1","Ulwe,Lalitpur",24.690280000000001,78.418890000000005,"284403",46.000000000000000
"0","0","2",949.968334400000003,"1","1","Sidedahalli,Bangalore",13.069025000000000,77.498140000000006,"560090",30.000000000000000
"0","1","2",1000.000000000000000,"1","1","Ghodbunder Road,Mumbai",28.743724000000000,76.811314999999993,"124507",97.000000000000000
"0","0","2",970.072239399999944,"1","1","Jai Sankara Nagar,Chennai",13.083890000000000,80.269999999999996,"600003",47.000000000000000
"1","1","2",1060.008244999999988,"0","1","Bandra (East),Lalitpur",19.062792000000002,72.855509999999995,"400051",540.000000000000000
"0","0","2",1232.032854000000043,"1","1","Panathur,Bangalore",12.938100000000000,77.704200000000000,"560037",66.000000000000000
"0","0","1",569.306930699999953,"1","1","Talawali Chanda,Indore",22.666670000000000,75.750000000000000,"451225",11.500000000000000
"1","1","3",1321.132399000000078,"0","0","Vijayanagar,Mysore",12.327102000000000,76.586440999999994,"571130",46.200000000000003
"0","1","3",1900.538485999999921,"1","1","Lahargird,Jhansi",25.448619999999998,78.569620000000000,"284001",60.000000000000000
"1","0","3",1097.959184000000050,"0","1","Fuljhore,Durgapur",23.550000000000001,87.319999999999993,"713200",26.899999999999999
"0","0","3",1600.000000000000000,"1","1","Marathahalli,Bangalore",12.956189999999999,77.701939999999993,"560037",100.000000000000000
"0","1","2",1230.296039999999948,"1","1","Crossing Republik,Ghaziabad",28.629811000000000,77.434196999999998,"201009",32.000000000000000
"0","1","3",1889.728767999999945,"1","1","Sector-84 Gurgaon,Gurgaon",28.408144000000000,76.963756000000004,"122004",85.000000000000000
"0","0","3",1856.984478999999965,"1","1","Sector 82 Faridabad,Faridabad",28.394375000000000,77.357226999999995,"121001",67.000000000000000
"0","0","3",2710.027099999999791,"1","1","Whitefield,Bangalore",12.995893499999999,77.761393999999996,"560117",220.000000000000000
"0","0","3",1876.172608000000082,"1","1","Yeshwanthpur,Bangalore",12.969910000000000,77.597960000000000,"560001",160.000000000000000
"0","0","2",1070.292161000000078,"1","1","Panchavati,Jamnagar",23.118635000000001,70.022051000000005,"370110",37.000000000000000
"0","0","3",1621.508962000000110,"1","1","Zirakpur,Chandigarh",30.662282999999999,76.822396999999995,"140603",38.899999999999999
"0","0","2",736.015701700000022,"1","1","Neamatpur,Asansol",23.713840000000001,86.880690000000001,"713359",15.000000000000000
"0","1","3",1102.029571000000033,"1","1","Wadala,Lalitpur",24.690280000000001,78.418890000000005,"284403",360.000000000000000
"0","0","2",1500.078952000000072,"1","1","Sector-49B Chandigarh,Chandigarh",30.694440000000000,76.756848000000005,"160047",95.000000000000000
"0","0","3",1480.165778999999930,"1","1","Anora Kala,Lucknow",26.895619000000000,81.084682999999998,"225001",50.000000000000000
"0","0","3",1310.219714000000067,"1","1","Mulanthuruthy,Kochi",9.893478999999999,76.408773999999994,"682314",65.000000000000000
"0","1","3",1230.031948999999940,"1","1","Katara Hills,Bhopal",23.185756000000001,77.498464999999996,"462043",38.500000000000000
"0","1","2",1200.019199999999955,"1","1","Goregaon (West),Lalitpur",19.161954999999999,72.839616000000007,"400104",250.000000000000000
"1","1","4",2645.078551000000061,"0","1","Kandivali (East),Mumbai",19.195499999999999,72.872799999999998,"400101",330.000000000000000
"0","0","3",1300.012234999999919,"1","1","Marine Drive Chowpatty,Mumbai",18.942610500000001,72.823130500000005,"400020",850.000000000000000
"1","1","3",1500.032609000000093,"0","1","Andheri (East),Mumbai",19.114500000000000,72.871200000000002,"400096",230.000000000000000
"0","0","2",1185.009628000000021,"1","1","Mhada Colony,Pune",18.142137000000002,74.572830999999994,"413102",80.000000000000000
"1","1","4",2249.100359999999910,"0","1","Kandivali (East),Mumbai",19.195499999999999,72.872799999999998,"400101",450.000000000000000
"0","0","2",949.796472200000039,"1","1","Urban estate phase 2,Jalandhar",31.292349000000002,75.592434999999995,"144001",35.000000000000000
"0","0","2",1011.122345999999993,"1","1","Chandivali,Maharashtra",18.585840000000001,73.471733999999998,"412108",200.000000000000000
"0","0","1",490.196078399999976,"1","1","Gopalpur,Durgapur",23.507414000000001,87.395906999999994,"713216",9.500000000000000
"0","0","2",946.463108499999976,"1","1","Wadala East,Lalitpur",19.014858000000000,72.866200000000006,"400037",230.000000000000000
"0","0","2",1195.652174000000059,"1","1","Kharghar,Lalitpur",24.690280000000001,78.418890000000005,"284403",110.000000000000000
"1","1","1",650.012745300000006,"0","1","Majiwada,Lalitpur",19.218498000000000,72.992114000000001,"400608",51.000000000000000
"0","0","2",856.457690999999954,"1","1","Powai,Maharashtra",19.120000000000001,72.909999999999997,"400076",150.000000000000000
"0","1","2",1537.369914999999992,"1","1","kavesar,Lalitpur",24.690280000000001,78.418890000000005,"284403",130.000000000000000
"0","0","1",680.966973100000018,"1","1","Ekta Nagar,Lalitpur",26.179637000000000,78.128861000000001,"474001",100.000000000000000
"0","0","3",1213.592233000000078,"1","1","Pandurang Wadi Goregaon East,Mumbai",19.172035000000001,72.850097000000005,"400063",200.000000000000000
"0","0","3",1850.276477999999997,"1","1","Judges Enclave,Ghaziabad",28.666670000000000,77.416669999999996,"201001",87.000000000000000
"1","1","3",1316.559391000000005,"0","1","Mulund (West),Maharashtra",19.175899999999999,72.952200000000005,"400080",270.000000000000000
"0","0","3",1280.133000999999922,"1","1","Rajarhat,Kolkata",22.541110000000000,88.337779999999995,"700022",77.000000000000000
"0","0","2",1349.849134999999933,"1","1","Ahinsa Khand 1,Ghaziabad",28.919599999999999,76.897199999999998,"131402",85.000000000000000
"0","0","3",1000.000000000000000,"1","1","New Alkapuri,Vadodara",22.310549999999999,73.169499999999999,"390001",42.000000000000000
"0","0","2",850.051003100000003,"1","1","Baramati,Pune",18.149999999999999,74.579999999999998,"413102",25.000000000000000
"0","0","3",2000.000000000000000,"1","1","Basavangudi,Bangalore",12.943700000000000,77.570200000000000,"560004",210.000000000000000
"0","0","3",1620.062138999999888,"1","1","Zirakpur,Chandigarh",30.662282999999999,76.822396999999995,"140603",36.500000000000000
"0","0","2",985.122637700000041,"1","1","Sector-18 Ulwe,Mumbai",18.973908000000002,73.025105999999994,"400706",73.500000000000000
"0","0","3",1235.003529000000071,"1","1","Iyyappanthangal,Chennai",13.035866000000000,80.135164000000003,"602101",70.000000000000000
"1","0","2",800.000000000000000,"0","1","Vengaivasal,Chennai",12.899110000000000,80.168999999999997,"600126",30.000000000000000
"1","1","1",353.028613899999982,"0","0","Bhadra Nagar,Lalitpur",24.862517000000000,78.282466999999997,"284124",38.000000000000000
"0","0","3",2500.000000000000000,"1","1","Wanowrie,Pune",18.523610000000001,73.847780000000000,"411004",210.000000000000000
"0","0","2",1045.137836999999990,"1","1","Sector 17 Ulwe,Lalitpur",18.964489000000000,73.019574000000006,"410206",69.000000000000000
"0","0","2",743.073047900000006,"1","1","Mangadu,Chennai",13.034708999999999,80.105583999999993,"602101",29.500000000000000
